Anthro,Bio,Geo,Other,Quiet
0.02532818913459778,0.9952116012573242,0.01649489998817444,0.010730087757110596,0.008678257465362549
0.2023385763168335,0.4622638523578644,0.3622792959213257,0.018574655055999756,0.0030185282230377197
0.00039005279541015625,0.9995375275611877,0.0021696388721466064,0.008519381284713745,0.0012403428554534912
0.0007984936237335205,0.9980744123458862,0.017878472805023193,0.0028715431690216064,0.00296097993850708
0.010567128658294678,0.8527735471725464,0.1731809675693512,0.016944855451583862,0.002058863639831543
0.0026558637619018555,0.9461483359336853,0.10559916496276855,0.03155392408370972,0.012982606887817383
0.03224837779998779,0.6753959655761719,0.027386486530303955,0.004212915897369385,0.027321070432662964
0.015608012676239014,0.9649837613105774,0.02884313464164734,0.0014313757419586182,0.000815272331237793
0.020835518836975098,0.9902576804161072,0.008411884307861328,0.003790944814682007,0.001139312982559204
0.04257938265800476,0.7811421155929565,0.06410354375839233,0.019870996475219727,0.0012215077877044678
0.00015845894813537598,0.9983376264572144,0.00837332010269165,0.009941250085830688,0.0030313432216644287
0.012855231761932373,0.9961094856262207,0.040062546730041504,0.008866637945175171,0.005914360284805298
0.0010968446731567383,0.9997058510780334,0.0017659366130828857,0.0030857622623443604,0.006150335073471069
0.11734560132026672,0.920698344707489,0.007626742124557495,0.009608864784240723,0.0011597871780395508
0.06747236847877502,0.9266841411590576,0.026245683431625366,0.0005138516426086426,0.00040796399116516113
0.0012052953243255615,0.9993919730186462,0.0007918775081634521,0.0015209317207336426,0.0012209415435791016
0.002940446138381958,0.9992167949676514,0.004648298025131226,0.0009325146675109863,0.0016194581985473633
0.003793001174926758,0.9729260206222534,0.06324324011802673,0.002776026725769043,0.001236647367477417
0.023125052452087402,0.15585550665855408,0.15874585509300232,0.011124134063720703,0.6055304408073425
0.0018507838249206543,0.7269623279571533,0.02903306484222412,0.013812035322189331,0.4933050274848938
0.19541028141975403,0.3336743414402008,0.4843476712703705,0.004119992256164551,0.0014411509037017822
0.0033253729343414307,0.9850509166717529,0.022116035223007202,0.001522749662399292,0.010303229093551636
0.01157844066619873,0.9969601631164551,0.06456997990608215,0.008331358432769775,0.0025650858879089355
0.002412468194961548,0.9585099816322327,0.050636470317840576,0.010381937026977539,0.0013886988162994385
0.0009277164936065674,0.9946343898773193,0.043636322021484375,0.03499111533164978,0.00325968861579895
0.00015169382095336914,0.9999220371246338,0.003348320722579956,0.004367023706436157,0.006485164165496826
0.17776185274124146,0.34765541553497314,0.07300645112991333,0.05574086308479309,0.001214742660522461
0.026597648859024048,0.475423663854599,0.182099848985672,0.005018681287765503,0.08345094323158264
0.1011609137058258,0.6558170914649963,0.06499490141868591,0.0034761428833007812,0.006852388381958008
0.004583507776260376,0.996678352355957,0.007330149412155151,0.003414332866668701,0.0008335411548614502
0.020262807607650757,0.9807000160217285,0.008671760559082031,0.005479663610458374,0.0007520616054534912
0.014966249465942383,0.06958824396133423,0.8416279554367065,0.009555995464324951,0.005705058574676514
0.012670785188674927,0.9968647956848145,0.04069042205810547,0.008694887161254883,0.003209412097930908
0.2561086416244507,0.017085492610931396,0.8585479259490967,0.001143336296081543,0.002562195062637329
0.013893544673919678,0.10153985023498535,0.6664893627166748,0.01445057988166809,0.039882123470306396
0.08103856444358826,0.12258756160736084,0.7115482091903687,0.0006719827651977539,0.00025269389152526855
0.013965398073196411,0.8452388048171997,0.1504269540309906,0.00476449728012085,0.004446059465408325
0.03825497627258301,0.9420199990272522,0.03565457463264465,0.0069870054721832275,0.0007246732711791992
0.0034786462783813477,0.9997456073760986,0.0013341903686523438,0.0018915534019470215,0.0003827214241027832
0.014215201139450073,0.9956564903259277,0.006017088890075684,0.0027060210704803467,0.001742243766784668
0.02337855100631714,0.9906385540962219,0.00918927788734436,0.011759281158447266,0.0009654462337493896
0.0016666650772094727,0.999779462814331,0.0011586546897888184,0.000960618257522583,0.0005075633525848389
0.01630789041519165,0.9937020540237427,0.005124688148498535,0.024971604347229004,0.0006905794143676758
0.01402541995048523,0.9981651306152344,0.01419338583946228,0.013780802488327026,0.00619053840637207
0.0004347860813140869,0.9994597434997559,0.007729470729827881,0.003670334815979004,0.0009071230888366699
0.005948871374130249,0.2900189757347107,0.4536086916923523,0.006390482187271118,0.04246377944946289
0.0024708807468414307,0.774003803730011,0.07548788189888,0.0325169563293457,0.11507430672645569
0.1500617265701294,0.8857421875,0.03401029109954834,0.0034534037113189697,0.004413425922393799
0.008895635604858398,0.9754582643508911,0.023068547248840332,0.010790377855300903,0.004086673259735107
0.04222598671913147,0.9654584527015686,0.043450623750686646,0.0010030865669250488,0.00027692317962646484
0.027044594287872314,0.9561942219734192,0.02356836199760437,0.002307385206222534,0.0019373893737792969
0.07279545068740845,0.901826024055481,0.05658629536628723,0.01418691873550415,0.002826511859893799
0.01075926423072815,0.972010612487793,0.019019901752471924,0.009029954671859741,0.005855292081832886
0.14113488793373108,0.9368786811828613,0.007553577423095703,0.006978332996368408,0.0020437538623809814
0.00840708613395691,0.9983983635902405,0.019312620162963867,0.0130482017993927,0.010990500450134277
0.13111576437950134,0.9551541805267334,0.01984122395515442,0.008781909942626953,0.005921870470046997
0.0018332600593566895,0.9995092153549194,0.001793503761291504,0.0025548040866851807,0.0006273984909057617
0.001638561487197876,0.9994304776191711,0.0010688304901123047,0.0005781948566436768,0.002994447946548462
0.022687584161758423,0.910181999206543,0.03007468581199646,0.009601116180419922,0.021295905113220215
0.0008230209350585938,0.9975937604904175,0.005852609872817993,0.0036625266075134277,0.0014088749885559082
0.006051689386367798,0.8627181649208069,0.049847304821014404,0.006203055381774902,0.06205609440803528
0.047300249338150024,0.9136819839477539,0.03535929322242737,0.0028773248195648193,0.0005688965320587158
0.0029719173908233643,0.9441404342651367,0.12033659219741821,0.023955166339874268,0.0068659186363220215
0.009458333253860474,0.9957733750343323,0.0055863261222839355,0.002024918794631958,0.0009864568710327148
0.0071294307708740234,0.9507064819335938,0.12913593649864197,0.0021490156650543213,0.0017450451850891113
0.012756675481796265,0.9955617785453796,0.027258455753326416,0.011157244443893433,0.010577291250228882
