Anthro,Bio,Geo,Other,Quiet
0.010620564222335815,0.059083640575408936,0.1860487163066864,0.7666471004486084,0.000840604305267334
0.012629926204681396,0.012613743543624878,0.2535618543624878,0.8804540634155273,0.015786170959472656
0.4048519432544708,0.00019791722297668457,0.20594251155853271,0.8386217355728149,0.0007503628730773926
0.052705228328704834,0.006147414445877075,0.10116174817085266,0.9390866756439209,0.002373307943344116
0.03505212068557739,0.000815659761428833,0.2926499545574188,0.9917676448822021,0.0001164488130598329
0.23209235072135925,0.007274597883224487,0.116617351770401,0.8439648151397705,0.0002696514129638672
0.01939612627029419,0.004166305065155029,0.27287715673446655,0.9587163925170898,0.0001223582512466237
0.16030192375183105,0.019144028425216675,0.2550891637802124,0.7395057678222656,0.001210540533065796
0.11855146288871765,0.0273626446723938,0.5777010917663574,0.7066679000854492,0.006272464990615845
0.34661662578582764,0.08584681153297424,0.09632474184036255,0.2946767210960388,0.0034047365188598633
0.11803141236305237,0.0739692747592926,0.013052612543106079,0.6065405011177063,1.4161578292259946e-05
0.18333953619003296,0.0032314658164978027,0.1438322365283966,0.9476953148841858,0.0001589357852935791
0.0017246007919311523,0.003948181867599487,0.27863070368766785,0.9661915898323059,0.0005868971347808838
0.0165727436542511,0.0005847513675689697,0.32592666149139404,0.8545827865600586,0.09873706102371216
0.49587205052375793,0.036839693784713745,0.049437105655670166,0.8267043828964233,0.00024005770683288574
0.018701165914535522,0.0014563798904418945,0.10131463408470154,0.97475266456604,0.0009077489376068115
0.0009059309959411621,0.005612492561340332,0.21895867586135864,0.9463661909103394,0.028750956058502197
0.0013210177421569824,0.007892519235610962,0.32063227891921997,0.052835553884506226,0.7886935472488403
0.0014512240886688232,0.0018263757228851318,0.36407363414764404,0.6909726858139038,0.344857394695282
0.09085515141487122,0.00042492151260375977,0.27292218804359436,0.9666448831558228,0.0032462477684020996
0.01676154136657715,0.004974335432052612,0.23997020721435547,0.9838608503341675,0.0007079839706420898
0.061973243951797485,0.014889776706695557,0.5673516988754272,0.569699764251709,0.02814030647277832
0.03333428502082825,0.021471679210662842,0.346950888633728,0.9283707141876221,0.0016976892948150635
0.03430473804473877,0.053282469511032104,0.5371347665786743,0.594635546207428,0.0025740861892700195
0.17776411771774292,0.004732698202133179,0.1939457654953003,0.8365336656570435,0.0017854273319244385
0.003436446189880371,0.03179982304573059,0.38809001445770264,0.24005994200706482,0.566063404083252
0.025298476219177246,0.022285431623458862,0.7116710543632507,0.4694555401802063,0.02891826629638672
0.28418856859207153,0.011904656887054443,0.16645300388336182,0.8567429184913635,0.0003973245620727539
0.04048505425453186,0.011110812425613403,0.5897359848022461,0.5977954268455505,0.08055385947227478
0.04882180690765381,0.07702124118804932,0.35387203097343445,0.451058566570282,0.01201602816581726
0.025076061487197876,0.0431099534034729,0.5986121296882629,0.37545931339263916,0.03165978193283081
0.01833483576774597,0.004784941673278809,0.9349536895751953,0.3252091705799103,0.027229219675064087
0.5007989406585693,0.005191594362258911,0.40617769956588745,0.42052608728408813,0.03484624624252319
0.1351248323917389,0.021584808826446533,0.0953519344329834,0.8754875659942627,0.01719224452972412
0.019616544246673584,0.015280157327651978,0.050438135862350464,0.9470646977424622,1.116652856580913e-05
0.011340022087097168,0.038323432207107544,0.1024416983127594,0.8908154964447021,0.0010719597339630127
0.006065696477890015,0.00138014554977417,0.11263975501060486,0.988551139831543,0.0005778074264526367
0.11736518144607544,0.0019416511058807373,0.02127024531364441,0.9699363708496094,0.00022813677787780762
0.0020371973514556885,0.007885873317718506,0.11736932396888733,0.9860403537750244,0.000579833984375
0.0002046525478363037,0.003844529390335083,0.09397134184837341,0.990070104598999,0.012270331382751465
0.001089632511138916,0.1014234721660614,0.33621835708618164,0.631684422492981,0.004056870937347412
0.0065648555755615234,0.0031412839889526367,0.12097734212875366,0.9923232793807983,0.009848952293395996
0.03356274962425232,0.013417214155197144,0.19772270321846008,0.9588238000869751,0.0006934702396392822
0.0028459131717681885,0.0062108635902404785,0.0771588683128357,0.9927206039428711,0.0033818483352661133
0.0014262199401855469,0.0023345947265625,0.5007166862487793,0.9675242900848389,0.00392681360244751
0.02291429042816162,0.006426602602005005,0.09398990869522095,0.9953289031982422,0.0019461214542388916
0.07640567421913147,0.0026482045650482178,0.09191527962684631,0.9859979748725891,0.0010291337966918945
0.008683383464813232,0.000852733850479126,0.28833502531051636,0.9881291389465332,0.00074729323387146
