"site","HH","Anthropophony","Biophony","Geophony","Quiet","Interference","Unidentified"
"s2lam001_180707",10,0.177777777777778,0.386111111111111,0.0111111111111111,0.00833333333333333,0.0138888888888889,0.411111111111111
"s2lam001_180707",11,0.15,0.252777777777778,0.0277777777777778,0,0.172222222222222,0.425
"s2lam001_180707",12,0.111111111111111,0.383333333333333,0.0388888888888889,0,0.187037037037037,0.322222222222222
"s2lam001_180707",13,0.159259259259259,0.222222222222222,0.0222222222222222,0.0037037037037037,0.192592592592593,0.411111111111111
"s2lam001_180707",14,0.105555555555556,0.383333333333333,0.0259259259259259,0.0037037037037037,0.192592592592593,0.303703703703704
"s2lam001_180707",15,0.111111111111111,0.238888888888889,0.037037037037037,0,0.140740740740741,0.481481481481481
"s2lam001_180707",16,0.0740740740740741,0.357407407407407,0.0759259259259259,0,0.209259259259259,0.312962962962963
"s2lam001_180707",17,0.112962962962963,0.327777777777778,0.0462962962962963,0.00185185185185185,0.124074074074074,0.411111111111111
"s2lam001_180707",18,0.105555555555556,0.296296296296296,0.0666666666666667,0.012962962962963,0.0611111111111111,0.47962962962963
"s2lam001_180707",19,0.05,0.581481481481481,0.0388888888888889,0.00740740740740741,0.0203703703703704,0.316666666666667
"s2lam001_180707",20,0.0333333333333333,0.25,0.0777777777777778,0.0666666666666667,0.0037037037037037,0.572222222222222
"s2lam001_180707",21,0.140740740740741,0.062962962962963,0.0981481481481482,0.0388888888888889,0,0.662962962962963
"s2lam001_180707",22,0.0148148148148148,0.0148148148148148,0.12037037037037,0.12037037037037,0,0.72962962962963
"s2lam001_180707",23,0.0388888888888889,0.0333333333333333,0.0907407407407407,0.112962962962963,0,0.725925925925926
"s2lam001_190401",0,0.424074074074074,0.188888888888889,0.0148148148148148,0.00740740740740741,0.0240740740740741,0.346296296296296
"s2lam001_190401",1,0.312962962962963,0.125925925925926,0.0296296296296296,0.0185185185185185,0.0462962962962963,0.481481481481481
"s2lam001_190401",2,0.366666666666667,0.0555555555555556,0.00555555555555556,0.0481481481481481,0.00925925925925926,0.516666666666667
"s2lam001_190401",3,0.562962962962963,0.0148148148148148,0.0314814814814815,0.00555555555555556,0.0796296296296296,0.322222222222222
"s2lam001_190401",4,0.701851851851852,0.00925925925925926,0.0148148148148148,0,0.0148148148148148,0.262962962962963
"s2lam001_190401",5,0.833333333333333,0.00925925925925926,0.00925925925925926,0,0.0037037037037037,0.148148148148148
"s2lam001_190401",6,0.696296296296296,0.205555555555556,0.00185185185185185,0,0,0.138888888888889
"s2lam001_190401",7,0.475925925925926,0.262962962962963,0.00740740740740741,0,0.0759259259259259,0.211111111111111
"s2lam001_190401",8,0.57962962962963,0.177777777777778,0.0037037037037037,0,0.0185185185185185,0.231481481481481
"s2lam001_190401",9,0.668421052631579,0.175438596491228,0,0,0.0385964912280702,0.147368421052632
"s2lam001_190401",10,0.606944444444444,0.193055555555556,0.00694444444444444,0,0.0402777777777778,0.186111111111111
"s2lam001_190401",11,0.488888888888889,0.25,0.00694444444444444,0,0.116666666666667,0.172222222222222
"s2lam001_190401",12,0.5875,0.184722222222222,0.00694444444444444,0,0.0944444444444444,0.165277777777778
"s2lam001_190401",13,0.575,0.0916666666666667,0.00277777777777778,0,0.191666666666667,0.173611111111111
"s2lam001_190401",14,0.520289855072464,0.0826086956521739,0.00144927536231884,0,0.201449275362319,0.217391304347826
"s2lam001_190401",15,0.490740740740741,0.0592592592592593,0.0037037037037037,0,0.248148148148148,0.227777777777778
"s2lam001_190401",16,0.512962962962963,0.0722222222222222,0.0166666666666667,0,0.17037037037037,0.246296296296296
"s2lam001_190401",17,0.512962962962963,0.161111111111111,0.00555555555555556,0,0.155555555555556,0.207407407407407
"s2lam001_190401",18,0.583333333333333,0.0592592592592593,0.00555555555555556,0,0.109259259259259,0.261111111111111
"s2lam001_190401",19,0.509259259259259,0.225925925925926,0.00555555555555556,0,0.037037037037037,0.240740740740741
"s2lam001_190401",20,0.425925925925926,0.359259259259259,0.00185185185185185,0,0.012962962962963,0.205555555555556
"s2lam001_190401",21,0.505555555555556,0.285185185185185,0.0037037037037037,0,0.00555555555555556,0.209259259259259
"s2lam001_190401",22,0.414814814814815,0.338888888888889,0.00740740740740741,0.00185185185185185,0.0148148148148148,0.231481481481481
"s2lam001_190401",23,0.47037037037037,0.331481481481481,0.00925925925925926,0,0,0.192592592592593
"s2lam001_190409",0,0,0.994444444444444,0,0,0,0.00555555555555556
"s2lam001_190409",1,0,0.980555555555556,0,0,0,0.0194444444444444
"s2lam001_190409",2,0,0.916666666666667,0.00833333333333333,0,0,0.075
"s2lam001_190409",3,0.00555555555555556,0.783333333333333,0.00833333333333333,0,0.00555555555555556,0.2
"s2lam001_190409",4,0.255555555555556,0.5,0.00833333333333333,0.0166666666666667,0.00555555555555556,0.230555555555556
"s2lam001_190409",5,0.105555555555556,0.383333333333333,0.0611111111111111,0.00277777777777778,0,0.45
"s2lam001_190409",6,0.0333333333333333,0.863888888888889,0.00277777777777778,0,0,0.102777777777778
"s2lam001_190409",7,0.0194444444444444,0.877777777777778,0,0,0.00277777777777778,0.105555555555556
"s2lam001_190409",8,0.156410256410256,0.764102564102564,0,0,0.0230769230769231,0.0820512820512821
"s2lam001_190409",9,0.128888888888889,0.637777777777778,0.0111111111111111,0,0.1,0.155555555555556
"s2lam001_190409",10,0.159259259259259,0.568518518518519,0.0240740740740741,0,0.127777777777778,0.159259259259259
"s2lam001_190409",11,0.0425925925925926,0.561111111111111,0.012962962962963,0,0.185185185185185,0.218518518518519
"s2lam001_190409",12,0.141666666666667,0.391666666666667,0.04375,0,0.266666666666667,0.216666666666667
"s2lam001_190409",13,0.291666666666667,0.202777777777778,0.0416666666666667,0,0.219444444444444,0.280555555555556
"s2lam001_190409",14,0.0611111111111111,0.333333333333333,0.0666666666666667,0,0.158333333333333,0.408333333333333
"s2lam001_190409",15,0.0583333333333333,0.252777777777778,0.0555555555555556,0,0.263888888888889,0.383333333333333
"s2lam001_190409",16,0.0777777777777778,0.15,0.075,0,0.522222222222222,0.225
"s2lam001_190409",17,0.0944444444444444,0.177777777777778,0.0861111111111111,0.00277777777777778,0.388888888888889,0.316666666666667
"s2lam001_190409",18,0.0833333333333333,0.227777777777778,0.0583333333333333,0,0.311111111111111,0.35
"s2lam001_190409",19,0.102777777777778,0.280555555555556,0.0638888888888889,0,0.216666666666667,0.363888888888889
"s2lam001_190409",20,0,0.852777777777778,0.00833333333333333,0,0.0694444444444444,0.0888888888888889
"s2lam001_190409",21,0,0.958333333333333,0.00833333333333333,0,0.00277777777777778,0.0333333333333333
"s2lam001_190409",22,0,1,0,0,0,0
"s2lam001_190409",23,0,1,0,0,0,0
"s2lam001_190416",0,0.140277777777778,0.141666666666667,0.00972222222222222,0.115277777777778,0.0138888888888889,0.579166666666667
"s2lam001_190416",1,0.0847222222222222,0.125,0.0180555555555556,0.118055555555556,0.0125,0.641666666666667
"s2lam001_190416",2,0.0680555555555555,0.188888888888889,0.0194444444444444,0.116666666666667,0.0180555555555556,0.595833333333333
"s2lam001_190416",3,0.140277777777778,0.0666666666666667,0.05,0.177777777777778,0.00138888888888889,0.565277777777778
"s2lam001_190416",4,0.205555555555556,0.0569444444444444,0.0291666666666667,0.102777777777778,0.0125,0.594444444444444
"s2lam001_190416",5,0.211111111111111,0.316666666666667,0.0208333333333333,0.0319444444444444,0,0.425
"s2lam001_190416",6,0.115277777777778,0.658333333333333,0.00277777777777778,0.00138888888888889,0.00277777777777778,0.227777777777778
"s2lam001_190416",7,0.2375,0.4,0.00694444444444444,0,0,0.356944444444444
"s2lam001_190416",8,0.413888888888889,0.25,0.0125,0.00138888888888889,0.0263888888888889,0.309722222222222
"s2lam001_190416",9,0.331944444444444,0.280555555555556,0.0125,0.00416666666666667,0.0236111111111111,0.355555555555556
"s2lam001_190416",10,0.389285714285714,0.180952380952381,0.0214285714285714,0.00476190476190476,0.1,0.326190476190476
"s2lam001_190416",11,0.434444444444444,0.1,0.00888888888888889,0.0155555555555556,0.191111111111111,0.284444444444444
"s2lam001_190416",12,0.35,0.121111111111111,0.00444444444444444,0.0166666666666667,0.253333333333333,0.285555555555556
"s2lam001_190416",13,0.3,0.0821428571428571,0.0226190476190476,0.0166666666666667,0.430952380952381,0.194047619047619
"s2lam001_190416",14,0.1875,0.0569444444444444,0.00694444444444444,0,0.7125,0.0777777777777778
"s2lam001_190416",15,0.0986111111111111,0.0638888888888889,0.00555555555555556,0,0.825,0.0569444444444444
"s2lam001_190416",16,0.0902777777777778,0.122222222222222,0.00972222222222222,0,0.690277777777778,0.134722222222222
"s2lam001_190416",17,0.1125,0.151388888888889,0.0125,0.00277777777777778,0.577777777777778,0.169444444444444
"s2lam001_190416",18,0.206944444444444,0.320833333333333,0.00416666666666667,0.00138888888888889,0.315277777777778,0.181944444444444
"s2lam001_190416",19,0.158333333333333,0.493055555555556,0.00694444444444444,0.00138888888888889,0.133333333333333,0.233333333333333
"s2lam001_190416",20,0.236111111111111,0.25,0.0138888888888889,0.00138888888888889,0.0972222222222222,0.4125
"s2lam001_190416",21,0.230555555555556,0.252777777777778,0.0125,0.00833333333333333,0.0236111111111111,0.473611111111111
"s2lam001_190416",22,0.1625,0.322222222222222,0.0111111111111111,0.0277777777777778,0.00555555555555556,0.475
"s2lam001_190416",23,0.123611111111111,0.295833333333333,0.00694444444444444,0.0430555555555556,0.00555555555555556,0.527777777777778
"s2lam001_190520",0,0.0296296296296296,0.037037037037037,0.172222222222222,0.338888888888889,0.0574074074074074,0.374074074074074
"s2lam001_190520",1,0.0314814814814815,0.0277777777777778,0.175925925925926,0.183333333333333,0.0481481481481481,0.538888888888889
"s2lam001_190520",2,0,0.0296296296296296,0.0666666666666667,0.296296296296296,0.0425925925925926,0.572222222222222
"s2lam001_190520",3,0.00740740740740741,0.0388888888888889,0.159259259259259,0.17037037037037,0.0277777777777778,0.598148148148148
"s2lam001_190520",4,0.00925925925925926,0.0240740740740741,0.185185185185185,0.255555555555556,0.209259259259259,0.392592592592593
"s2lam001_190520",5,0,0.433333333333333,0.135185185185185,0.103703703703704,0.159259259259259,0.218518518518519
"s2lam001_190520",6,0,0.596296296296296,0.062962962962963,0.1,0.161111111111111,0.124074074074074
"s2lam001_190520",7,0.00185185185185185,0.553703703703704,0.127777777777778,0.0722222222222222,0.142592592592593,0.12962962962963
"s2lam001_190520",8,0,0.524074074074074,0.12962962962963,0.0722222222222222,0.2,0.124074074074074
"s2lam001_190520",9,0.00555555555555556,0.568518518518519,0.116666666666667,0.0351851851851852,0.0277777777777778,0.25
"s2lam001_190520",10,0.00666666666666667,0.611111111111111,0.146666666666667,0.00666666666666667,0.00666666666666667,0.222222222222222
"s2lam001_190520",11,0.0472222222222222,0.452777777777778,0.152777777777778,0.00277777777777778,0.00555555555555556,0.338888888888889
"s2lam001_190520",12,0.0577777777777778,0.34,0.248888888888889,0.00444444444444444,0.0488888888888889,0.306666666666667
"s2lam001_190520",13,0.0796296296296296,0.194444444444444,0.266666666666667,0.00555555555555556,0.012962962962963,0.444444444444444
"s2lam001_190520",14,0.05,0.144444444444444,0.275925925925926,0.0277777777777778,0.00740740740740741,0.498148148148148
"s2lam001_190520",15,0.0148148148148148,0.109259259259259,0.288888888888889,0.0185185185185185,0.0037037037037037,0.564814814814815
"s2lam001_190520",16,0.0240740740740741,0.135185185185185,0.312962962962963,0.0166666666666667,0.0037037037037037,0.507407407407407
"s2lam001_190520",17,0.0240740740740741,0.112962962962963,0.348148148148148,0.0111111111111111,0.00185185185185185,0.501851851851852
"s2lam001_190520",18,0.037037037037037,0.157407407407407,0.25,0.168518518518519,0,0.388888888888889
"s2lam001_190520",19,0.0185185185185185,0.148148148148148,0.257407407407407,0.181481481481481,0.00740740740740741,0.387037037037037
"s2lam001_190520",20,0.0203703703703704,0.131481481481481,0.185185185185185,0.222222222222222,0.0185185185185185,0.422222222222222
"s2lam001_190520",21,0.012962962962963,0.0259259259259259,0.288888888888889,0.0425925925925926,0.194444444444444,0.527777777777778
"s2lam001_190520",22,0.0222222222222222,0.0314814814814815,0.259259259259259,0.0407407407407407,0.283333333333333,0.455555555555556
"s2lam001_190520",23,0,0.0462962962962963,0.161111111111111,0.288888888888889,0.257407407407407,0.316666666666667
"s2lam001_200616",0,0.00833333333333333,0.402777777777778,0.241666666666667,0.0555555555555556,0.0222222222222222,0.275
"s2lam001_200616",1,0.00555555555555556,0.291666666666667,0.241666666666667,0.0277777777777778,0.0305555555555556,0.425
"s2lam001_200616",2,0.00555555555555556,0.158333333333333,0.208333333333333,0.0972222222222222,0.0666666666666667,0.483333333333333
"s2lam001_200616",3,0,0.144444444444444,0.0666666666666667,0.147222222222222,0.0138888888888889,0.633333333333333
"s2lam001_200616",4,0,0.0833333333333333,0.0361111111111111,0.522222222222222,0.00555555555555556,0.358333333333333
"s2lam001_200616",5,0,0.325,0,0.397222222222222,0,0.277777777777778
"s2lam001_200616",6,0,0.305555555555556,0.00555555555555556,0.505555555555556,0,0.183333333333333
"s2lam001_200616",7,0,0.125,0.00833333333333333,0.680555555555556,0.0111111111111111,0.175
"s2lam001_200616",8,0,0.441666666666667,0,0.391666666666667,0.0194444444444444,0.152777777777778
"s2lam001_200616",9,0.00833333333333333,0.3,0.00833333333333333,0.455555555555556,0.0222222222222222,0.205555555555556
"s2lam001_200616",10,0.0611111111111111,0.202777777777778,0.0416666666666667,0.375,0.0694444444444444,0.277777777777778
"s2lam001_200616",11,0.0128205128205128,0.158974358974359,0.0128205128205128,0.535897435897436,0.115384615384615,0.171794871794872
"s2lam001_200616",12,0.0296296296296296,0.116666666666667,0.0351851851851852,0.42037037037037,0.0648148148148148,0.344444444444444
"s2lam001_200616",13,0.00740740740740741,0.109259259259259,0.0759259259259259,0.383333333333333,0.0962962962962963,0.346296296296296
"s2lam001_200616",14,0.0625,0.1625,0.104166666666667,0.208333333333333,0.116666666666667,0.377083333333333
"s2lam001_200616",15,0.00555555555555556,0.127777777777778,0.0972222222222222,0.258333333333333,0.130555555555556,0.411111111111111
"s2lam001_200616",16,0.0222222222222222,0.105555555555556,0.0916666666666667,0.347222222222222,0.119444444444444,0.352777777777778
"s2lam001_200616",17,0.0916666666666667,0.288888888888889,0.0222222222222222,0.247222222222222,0.075,0.286111111111111
"s2lam001_200616",18,0.025,0.230555555555556,0.0583333333333333,0.266666666666667,0.0305555555555556,0.394444444444444
"s2lam001_200616",19,0.00277777777777778,0.141666666666667,0.15,0.233333333333333,0.0861111111111111,0.397222222222222
"s2lam001_200616",20,0.0916666666666667,0.0555555555555556,0.125,0.283333333333333,0.102777777777778,0.369444444444444
"s2lam001_200616",21,0.00277777777777778,0.588888888888889,0.0333333333333333,0.00277777777777778,0.0555555555555556,0.330555555555556
"s2lam001_200616",22,0.00277777777777778,0.336111111111111,0.122222222222222,0.0555555555555556,0.0777777777777778,0.422222222222222
"s2lam001_200616",23,0,0.330555555555556,0.188888888888889,0.0277777777777778,0.0833333333333333,0.397222222222222
"s2lam001_200702",0,0,0.0833333333333333,0.233333333333333,0.304166666666667,0.0263888888888889,0.369444444444444
"s2lam001_200702",1,0,0.0569444444444444,0.218055555555556,0.372222222222222,0.00833333333333333,0.361111111111111
"s2lam001_200702",2,0.00138888888888889,0.0194444444444444,0.144444444444444,0.390277777777778,0.0152777777777778,0.430555555555556
"s2lam001_200702",3,0.00416666666666667,0.0347222222222222,0.184722222222222,0.380555555555556,0.0138888888888889,0.388888888888889
"s2lam001_200702",4,0.00277777777777778,0.0194444444444444,0.205555555555556,0.358333333333333,0.0305555555555556,0.388888888888889
"s2lam001_200702",5,0.00277777777777778,0.193055555555556,0.186111111111111,0.213888888888889,0.00972222222222222,0.398611111111111
"s2lam001_200702",6,0,0.456944444444444,0.0708333333333333,0.131944444444444,0.0208333333333333,0.325
"s2lam001_200702",7,0.00972222222222222,0.441666666666667,0.0972222222222222,0.0902777777777778,0.0388888888888889,0.340277777777778
"s2lam001_200702",8,0.0319444444444444,0.369444444444444,0.0638888888888889,0.1375,0.0583333333333333,0.35
"s2lam001_200702",9,0.0527777777777778,0.2125,0.0833333333333333,0.105555555555556,0.1,0.455555555555556
"s2lam001_200702",10,0.0888888888888889,0.208333333333333,0.0847222222222222,0.1,0.115277777777778,0.422222222222222
"s2lam001_200702",11,0.168333333333333,0.241666666666667,0.113333333333333,0.07,0.0683333333333333,0.356666666666667
"s2lam001_200702",12,0.121666666666667,0.228333333333333,0.0833333333333333,0.07,0.111666666666667,0.408333333333333
"s2lam001_200702",13,0.075,0.201388888888889,0.0736111111111111,0.1,0.0958333333333333,0.469444444444444
"s2lam001_200702",14,0.202777777777778,0.1125,0.123611111111111,0.0361111111111111,0.122222222222222,0.416666666666667
"s2lam001_200702",15,0.140277777777778,0.147222222222222,0.165277777777778,0.0597222222222222,0.0666666666666667,0.436111111111111
"s2lam001_200702",16,0.0458333333333333,0.215277777777778,0.131944444444444,0.125,0.0305555555555556,0.466666666666667
"s2lam001_200702",17,0.0305555555555556,0.111111111111111,0.138888888888889,0.251388888888889,0.0347222222222222,0.447222222222222
"s2lam001_200702",18,0.0541666666666667,0.1125,0.133333333333333,0.223611111111111,0.0194444444444444,0.463888888888889
"s2lam001_200702",19,0.0388888888888889,0.109722222222222,0.209722222222222,0.215277777777778,0.00277777777777778,0.427777777777778
"s2lam001_200702",20,0.00138888888888889,0.0791666666666667,0.269444444444444,0.265277777777778,0.0236111111111111,0.373611111111111
"s2lam001_200702",21,0.00416666666666667,0.0277777777777778,0.259722222222222,0.240277777777778,0.0388888888888889,0.438888888888889
"s2lam001_200702",22,0.00555555555555556,0.0666666666666667,0.247222222222222,0.233333333333333,0.0388888888888889,0.429166666666667
"s2lam001_200702",23,0,0.0763888888888889,0.280555555555556,0.248611111111111,0.0180555555555556,0.393055555555556
"s2lam002_180707",15,0.344444444444444,0.0555555555555556,0.0777777777777778,0,0,0.533333333333333
"s2lam002_180707",16,0.35,0.00555555555555556,0.0222222222222222,0,0,0.622222222222222
"s2lam002_180707",17,0.388888888888889,0,0.0222222222222222,0,0,0.588888888888889
"s2lam002_180707",18,0.388888888888889,0,0.0111111111111111,0,0,0.6
"s2lam002_180707",19,0.0944444444444444,0.0944444444444444,0.0444444444444444,0,0,0.766666666666667
"s2lam002_180707",20,0.188888888888889,0.0166666666666667,0.0388888888888889,0,0,0.755555555555556
"s2lam002_180707",21,0.0555555555555556,0,0.0777777777777778,0.0166666666666667,0,0.85
"s2lam002_180707",22,0.0333333333333333,0,0.0833333333333333,0.0166666666666667,0,0.866666666666667
"s2lam002_190304",0,0,0.00555555555555556,0.440277777777778,0.0458333333333333,0.0888888888888889,0.423611111111111
"s2lam002_190304",1,0.0138888888888889,0.00277777777777778,0.3375,0.0611111111111111,0.123611111111111,0.475
"s2lam002_190304",2,0.00138888888888889,0.00277777777777778,0.223611111111111,0.0472222222222222,0.244444444444444,0.501388888888889
"s2lam002_190304",3,0.00138888888888889,0.00694444444444444,0.281944444444444,0.0666666666666667,0.113888888888889,0.543055555555556
"s2lam002_190304",4,0.0152777777777778,0.0208333333333333,0.423611111111111,0.0458333333333333,0.0736111111111111,0.445833333333333
"s2lam002_190304",5,0.0152777777777778,0.0166666666666667,0.323611111111111,0.05,0.0833333333333333,0.529166666666667
"s2lam002_190304",6,0.00416666666666667,0.155555555555556,0.275,0.0361111111111111,0.0652777777777778,0.488888888888889
"s2lam002_190304",7,0.0194444444444444,0.208333333333333,0.216666666666667,0.0388888888888889,0.0666666666666667,0.472222222222222
"s2lam002_190304",8,0.111111111111111,0.144444444444444,0.220833333333333,0.0180555555555556,0.0805555555555556,0.443055555555556
"s2lam002_190304",9,0.107407407407407,0.103703703703704,0.261728395061728,0.0259259259259259,0.108641975308642,0.417283950617284
"s2lam002_190304",10,0.0386666666666667,0.118666666666667,0.297333333333333,0.088,0.0573333333333333,0.414666666666667
"s2lam002_190304",11,0.0486111111111111,0.131944444444444,0.288888888888889,0.0777777777777778,0.0430555555555556,0.418055555555556
"s2lam002_190304",12,0.0236111111111111,0.113888888888889,0.368055555555556,0.0486111111111111,0.0541666666666667,0.409722222222222
"s2lam002_190304",13,0.0777777777777778,0.0763888888888889,0.225,0.0833333333333333,0.0291666666666667,0.516666666666667
"s2lam002_190304",14,0.152777777777778,0.0777777777777778,0.1375,0.0694444444444444,0.0138888888888889,0.555555555555556
"s2lam002_190304",15,0.108333333333333,0.0694444444444444,0.269444444444444,0.0652777777777778,0.025,0.470833333333333
"s2lam002_190304",16,0.0208333333333333,0.154166666666667,0.323611111111111,0.0277777777777778,0.0583333333333333,0.431944444444444
"s2lam002_190304",17,0.00694444444444444,0.115277777777778,0.3625,0.0486111111111111,0.0777777777777778,0.402777777777778
"s2lam002_190304",18,0.0333333333333333,0.0180555555555556,0.316666666666667,0.109722222222222,0.0888888888888889,0.452777777777778
"s2lam002_190304",19,0.00277777777777778,0.0166666666666667,0.308333333333333,0.108333333333333,0.0763888888888889,0.497222222222222
