Anthrophony,Biophony,Geophony,Other,Interference
0.2695704400539398,0.9251735210418701,0.004965305328369141,0.009103715419769287,0.0004863440990447998
0.7410348653793335,0.06091660261154175,0.051840752363204956,0.0011876821517944336,0.0166034996509552
0.8692357540130615,0.04793673753738403,0.04805496335029602,0.001171708106994629,0.005981266498565674
0.9949812889099121,0.0008190274238586426,0.0927872359752655,0.00010177159128943458,0.005355089902877808
0.030854344367980957,0.9868287444114685,0.015572845935821533,0.02015286684036255,0.020117998123168945
0.003667891025543213,0.008386790752410889,0.025437891483306885,0.002381622791290283,0.9927597045898438
